stop_id,stop_name,stop_lat,stop_lon,location_type
740045902,Nacka Sickla köpkvarter,59.304232,18.128738,
740045904,Nacka Sickla allé,59.303607,18.118423,
740045905,Nacka Sickla bro,59.306789,18.122309,
740045906,Nacka Forum norra,59.311167,18.165113,
740045907,Nacka Storängen,59.309088,18.175753,
740045908,Nacka gymnasium,59.311524,18.153281,
740045909,Nacka kvarn,59.300183,18.148251,
740045910,Nacka sjukhus,59.311225,18.197348,
740045911,Nacka trafikplats,59.311643,18.162634,
740045912,Orminge Ormingehöjden,59.326730,18.270381,
740045914,Saltsjöbaden sjukhus,59.273158,18.307705,
740045916,Älta gård,59.261320,18.185185,
740045918,Lidingö Baggeby,59.357300,18.138045,
740045919,Lidingö Baggeby gård,59.356774,18.128265,
740045920,Lidingö Baggeby gårds väg,59.357411,18.130296,
740045922,Lidingö Baggeby torg,59.355603,18.134499,
740045925,Lidingö Kottlasjön,59.348012,18.174544,
740045927,Lidingö Larsberg,59.346429,18.146354,
740045928,Lidingö Larsbergsvägen,59.348992,18.142117,
740045929,Lidingö Skärsätra skola,59.345718,18.176740,
740045930,Lidingö Skärsätra torg,59.344284,18.169678,
740045931,Lidingö Torsviksplatån,59.364968,18.117443,
740045932,Lidingö Torsvikssvängen,59.365003,18.123040,
740045933,Lidingö Torsvikstorg,59.363891,18.123949,
740045934,Gåshaga strand,59.360181,18.224415,
740045935,Käppala hamn,59.348724,18.223302,
740045948,Stadshagsplan,59.337360,18.021457,
740045949,John Bergs plan,59.336274,18.021931,
740045951,Arbetargatan,59.335212,18.027328,
740045952,S:t Eriksgatan (Fleminggatan),59.334611,18.031507,
740045953,Frihamnens färjeterminal,59.342564,18.118891,
740045954,Celsiusgatan,59.333751,18.038217,
740045955,Scheelegatan,59.332813,18.045274,
740045956,Kungsbroplan,59.332506,18.048505,
740045957,Ruddammen,59.352219,18.058774,
740045960,Linnégatan,59.338667,18.074891,
740045961,Humlegården (på Karlavägen),59.340456,18.076364,
740045962,Ruddammsparken,59.351897,18.063395,
740045963,Nybrogatan,59.339579,18.080806,
740045964,Jungfrugatan,59.341932,18.085956,
740045965,Valhallavägen/Erik Dahlbergsgatan,59.341293,18.090607,
740045966,Skeppargatan,59.338411,18.086493,
740045967,Värtavägen,59.340186,18.093328,
740045968,Hakberget,59.338319,18.101446,
740045969,Oxenstiernsgatan,59.337362,18.102243,
740045970,Filmhuset,59.339264,18.104885,
740045971,Lindarängsvägen,59.339488,18.113074,
740045972,Frihamnsporten,59.340474,18.114179,
740045973,Sehlstedtsgatan,59.342227,18.112030,
740045974,Östhammarsgatan,59.342939,18.110355,
740045975,Rökubbsgatan,59.344849,18.109517,
740045976,Sandhamnsplan,59.346789,18.107433,
740045978,Tegeluddsvägen,59.349671,18.096269,
740045980,Mariedal,59.338984,18.017274,
740045981,Kronobergsgatan (på Kungsholms strand),59.336670,18.035579,
740045983,Igeldammsgatan,59.338726,18.023480,
740045984,Fridhemsgatan (på Kungsholms strand),59.337188,18.032045,
740045985,Industrigatan,59.338064,18.027057,
740045989,Historiska museet,59.334677,18.091534,
740045991,Berwaldhallen,59.333104,18.098774,
740045992,Radiohuset,59.335602,18.100208,
740045994,Stockholm Norrmalmstorg,59.333224,18.072947,
740045995,Frejgatan (på Roslagsgatan),59.347997,18.058845,
740045996,Surbrunnsgatan,59.346253,18.060031,
740045997,Jarlaplan,59.344389,18.061912,
740045999,Tegnérgatan (Birger Jarlsg),59.341539,18.064694,
740046000,Eriksbergsgatan,59.339576,18.067569,
740046002,Slottsbacken,59.326140,18.074917,
740046004,Gröndalsviken station,58.898924,17.931898,
740046005,Jägargatan,59.310887,18.048258,
740046006,Hallandsgatan,59.310544,18.067081,
740046007,Rosenlund,59.309032,18.063081,
740046008,Marmorgatan,59.311597,18.052889,
740046009,Åsötorget,59.311573,18.071909,
740046010,Tanto,59.310308,18.045901,
740046011,Storskärsgatan,59.342106,18.097518,
740046012,Kampementsbacken,59.345417,18.101750,
740046019,Jakobsgatan,59.330745,18.068300,
740046021,Vikingagatan,59.342323,18.032645,
740046022,Karlbergsvägen,59.342345,18.037182,
740046023,S:t Eriksgatan (Karlbergsv),59.342392,18.038064,
740046024,Hälsingegatan,59.342797,18.043277,
740046025,Dalagatan,59.341459,18.044841,
740046026,Stadsbiblioteket,59.344151,18.055408,
740046027,Roslagsgatan,59.345304,18.060900,
740046028,Odengatan,59.346509,18.065463,
740046029,Valhallavägen/Odengatan,59.346570,18.066100,
740046031,Stockholm Nordiska museet/Vasa,59.329291,18.095512,
740046032,Banérgatan,59.338842,18.096243,
740046033,Karlavägen,59.338898,18.082272,
740046034,Stockholm Strandvägen,59.332620,18.093083,
740046036,Stockholm Djurgårdsbron,59.331816,18.092343,
740046037,Stockholm Sveaplan,59.349598,18.049843,
740046038,Norrtullsgatan,59.346702,18.046452,
740046039,Ynglingagatan,59.348980,18.045600,
740046040,Frejgatan (på Upplandsgatan),59.344398,18.046792,
740046041,Vanadisvägen,59.345787,18.045390,
740046042,Tredje tvärvägen,59.354044,18.108048,
740046043,Universitetsvägen,59.362216,18.057589,
740046044,Inedalsgatan,59.334386,18.035746,
740046046,Glasbruksgatan,59.318468,18.079219,
740046047,Tjärhovsplan,59.316521,18.083270,
740046048,Åsögatan (på Renstiernas gata),59.313965,18.084592,
740046050,Bondegatan,59.313603,18.082179,
740046051,Ersta sjukhus,59.315399,18.089888,
740046052,Erstagatan,59.313970,18.090442,
740046053,Sofiaskolan,59.313184,18.094289,
740046054,Klippgatan,59.313889,18.087925,
740046055,Grindsgatan,59.308446,18.067398,
740046056,Kulturskolans hus,59.334775,18.025085,
740046058,Norra Stationsgatan (på Karlbergsvägen),59.343039,18.028578,
740046060,Vasaparken,59.341650,18.045732,
740046061,Sabbatsbergs sjukhus,59.339034,18.048496,
740046062,Tegnérgatan (Dalagatan),59.337472,18.050590,
740046063,Norra Bantorget,59.335117,18.054881,
740046065,Stockholm Styrmansgatan,59.331583,18.084630,
740046066,Stockholm Djurgårdsskolan,59.323214,18.105066,
740046067,Stockholm Bellmansro,59.324006,18.110531,
740046068,Karolinska institutet västra,59.346104,18.023170,
740046070,Aspnäs norra,59.428756,17.845037,
740046072,Prostvägen,59.350922,18.026034,
740046073,Karolinska sjukhuset Eugeniavägen,59.347789,18.030225,
740046074,Torsplan,59.345399,18.032881,
740046075,Fleminggatan/St Eriksgatan,59.335089,18.032997,
740046077,Kronobergsgatan (på Hantverkargatan),59.330935,18.031741,
740046078,Polhemsgatan,59.330085,18.035763,
740046079,Landstingshuset,59.329422,18.040359,
740046080,Kungsholmstorg,59.329282,18.043267,
740046081,Kungsholms kyrka,59.328413,18.047884,
740046082,Stadshuset,59.327982,18.054129,
740046083,Tegelbacken,59.328523,18.062318,
740046084,Riddarhustorget,59.325409,18.066364,
740046085,Mälartorget,59.323237,18.067801,
740046088,Gotlandsgatan,59.310553,18.086138,
740046089,Södermannagatan,59.309415,18.082900,
740046090,Eriksdal,59.307664,18.068980,
740046091,Stickelbärsvägen,59.350251,18.064604,
740046092,Södersjukhuset,59.310004,18.057280,
740046093,Karolinska vägen,59.350452,18.024614,
740046095,Mariebergsgatan,59.331582,18.023805,
740046096,Kärrvägen,59.425497,17.823607,
740046098,Kellgrensgatan,59.336500,18.018167,
740046099,S:t Görans sjukhus,59.335294,18.020971,
740046100,Strandbergsgatan,59.336754,18.010028,
740046102,Nordenflychtsvägen,59.337609,18.007289,
740046103,Olof Dalins väg,59.336450,18.004138,
740046104,Fredhäll,59.330046,18.003144,
740046105,Vitalisvägen,59.329560,18.005872,
740046106,Viktor Rydbergs gata,59.328830,18.009233,
740046107,Wivalliusgatan,59.326546,18.013109,
740046108,Lilla Essingen,59.325515,18.008755,
740046109,Primusgatan,59.325724,18.002795,
740046110,Broparken,59.324098,17.993747,
740046111,Fyrverkarbacken,59.327126,18.017593,
740046112,Marieberg,59.328409,18.015532,
740046113,Wennerbergsgatan,59.328514,18.013044,
740046115,Lindhagensgatan,59.333919,18.015732,
740046117,Runebergsplan,59.341721,18.070771,
740046118,Blekholmsterrassen,59.331076,18.052277,
740046119,Naturhistoriska riksmuseet,59.368057,18.052663,
740046120,Pontonjärgatan,59.329429,18.029973,
740046121,Pontonjärparken,59.328926,18.033683,
740046122,Tullgårdsparken,59.305406,18.081034,
740046124,Pilgatan,59.328584,18.038950,
740046125,John Ericssonsgatan,59.328689,18.037534,
740046126,Pipersgatan,59.331122,18.047500,
740046127,Bolinders plan,59.330019,18.050573,
740046128,Adolf Fredriks kyrka,59.337679,18.061502,
740046129,Tegnérgatan (Sveavägen),59.338894,18.060281,
740046130,Handelshögskolan,59.341998,18.057340,
740046131,Frejgatan (på Sveavägen),59.346323,18.053372,
740046132,Norrtull,59.350087,18.045462,
740046135,Renstiernas gata (på Bondegatan),59.313404,18.084818,
740046136,Roslagstull (på Ingemarsgatan),59.349398,18.058376,
740046137,Värmdövägen,59.310828,18.106214,
740046138,Observatoriegatan,59.340543,18.050564,
740046139,Fleminggatan/Scheelegatan,59.332875,18.045313,
740046141,Londonviadukten,59.314748,18.096783,
740046142,Folkungagatan,59.315652,18.092347,
740046143,Danvikstull,59.313952,18.100699,
740046144,Danviksklippan,59.312528,18.106083,
740046145,Saltsjöqvarn,59.314324,18.111141,
740046146,Körsbärsvägen,59.348389,18.064779,
740046147,Danviken,59.313014,18.108558,
740046148,Danvikshem,59.314212,18.115946,
740046149,Henriksdalsberget,59.311172,18.117215,
740046150,Garnisonen,59.336559,18.094824,
740046151,Lindvallsplan,59.316658,18.029034,
740046154,Västerbroplan,59.328188,18.021124,
740046155,Högalidsgatan,59.318497,18.032298,
740046156,Varvsgatan (på Hornsgatan),59.316187,18.040807,
740046157,Ansgariegatan,59.316925,18.046460,
740046159,Hornsgatan/Rosenlundsgatan,59.317955,18.054942,
740046161,Bohusgatan,59.306420,18.077994,
740046163,Nimrodsgatan,59.356248,18.098629,
740046164,Hjorthagens skola,59.354230,18.098511,
740046165,Skogvaktargatan,59.354909,18.100720,
740046166,Jaktgatan,59.355473,18.087515,
740046167,Motalavägen,59.353190,18.096331,
740046168,Krukmakargatan (på Timmermansgatan),59.318109,18.060117,
740046169,Wollmar Yxkullsgatan (Timmermansgatan),59.316242,18.061065,
740046170,Fatbursgatan,59.314459,18.061895,
740046172,Östermalms idrottsplats,59.347306,18.082114,
740046175,Storängsvägen,59.352000,18.084292,
740046176,Stenkullavägen,59.318940,17.989656,
740046177,Flottbrovägen,59.322416,17.990160,
740046178,Eremitvägen,59.319158,17.993306,
740046180,Essingetorget,59.320559,17.988442,
740046181,Luxgatan,59.324686,18.002587,
740046183,Månadsvägen,59.422324,17.820916,
740046184,Gammelgårdsvägen,59.320121,17.995845,
740046185,Sällskapsvägen,59.321824,17.996025,
740046187,Norra Stationsgatan (på St Eriksgatan),59.347612,18.040551,
740046188,Vanadisplan,59.344954,18.040043,
740046189,Siargatan,59.312927,18.068943,
740046190,Åsögatan (på Åsögatan),59.312758,18.072972,
740046191,Ikea Barkarby,59.422383,17.859243,
740046192,Timmermansgränd,59.312238,18.063628,
740046193,Stockholm Rosenlundsg/M Ladulå,59.311615,18.058633,
740046195,Frösunda strand,59.369690,18.024410,
740046196,Frösundavik,59.369145,18.029547,
740046197,Gustav Adolfs torg,59.329846,18.068873,
740046198,Nytorgsgatan,59.315022,18.081167,
740046199,Medborgarplatsen (Folkungag),59.314411,18.074996,
740046201,Ljusterögatan,59.308432,18.089263,
740046204,Erik Dahlbergsgatan (Lidingöv),59.348657,18.092667,
740046205,Malmvägen,59.347069,18.112938,
740046208,Andra tvärvägen,59.356062,18.106144,
740046210,Mjärdgränd,59.306470,18.089552,
740046211,Nätgränd,59.306056,18.085995,
740046212,Barnängen,59.309767,18.097098,
740046213,Färjeläget,59.308400,18.097251,
740046214,Frödingsvägen,59.330586,18.003073,
740046215,Starrbäcksängen,59.347170,18.087345,
740046216,Erik Dahlbergsgatan/Valhallav,59.341475,18.090988,
740046217,Kallskärsgatan,59.343082,18.092081,
740046218,Tessinparken,59.345196,18.093366,
740046219,Rindögatan,59.347496,18.093310,
740046220,Gäddviken,59.312558,18.126144,
740046221,Skinnarviken,59.319711,18.043217,
740046222,Reimersholme,59.317899,18.021034,
740046223,Varvsgatan (på Heleneborgsgatan),59.319353,18.038960,
740046224,Pokalvägen,59.317946,18.022512,
740046225,Anders Reimers väg,59.318504,18.025061,
740046226,Bergsunds strand,59.318408,18.026987,
740046228,Långholmsgatan,59.318046,18.033481,
740046229,Högalidskyrkan,59.317998,18.039925,
740046230,Ringvägen,59.318190,18.050214,
740046231,Mandelparken,59.311180,18.097948,
740046233,Stockholm Tengdahlsgatan,59.310158,18.095350,
740046234,Danvikshemsvägen,59.312964,18.115932,
740046235,Finnboda hamn,59.313221,18.120692,
740046236,Finnbergsvägen,59.313038,18.132448,
740046237,Mjölnarvägen,59.315573,18.132814,
740046238,Tre kronor,59.316922,18.136701,
740046239,Ambassaderna,59.333234,18.104161,
740046240,Källhagen,59.333553,18.110967,
740046241,Sjöhistoriska museet,59.333496,18.115216,
740046242,Museiparken,59.333239,18.119066,
740046243,Kaknäs,59.332844,18.128178,
740046244,Djurgårdsbrunn,59.331576,18.131273,
740046246,Manilla,59.323715,18.133986,
740046249,Thielska galleriet,59.322877,18.146667,
740046251,Säby kulle,59.420347,17.860212,
740046252,Humlegården,59.337484,18.071701,
740046253,Bolidenvägen,59.295913,18.069761,
740046254,Slakthuset (Globen),59.293484,18.075200,
740046255,Abrahamsbergsskolan,59.334431,17.949559,
740046256,Gustav III:s väg,59.333281,17.945830,
740046257,Rörläggarvägen,59.331155,17.946206,
740046258,Abrahamsbergsvägen,59.329668,17.946008,
740046259,Grundläggarvägen,59.329093,17.951454,
740046260,Nyängsvägen,59.328670,17.955891,
740046261,Mossens idrottsplats,59.328391,17.963535,
740046262,Västerledstorget,59.328801,17.968621,
740046263,Alviksplan,59.333608,17.973813,
740046264,Alviksvägen,59.331963,17.974991,
740046265,Gamla Bromstensvägen,59.372884,17.919135,
740046266,Ulvsundaplan,59.335230,17.969715,
740046801,Grenvägen,59.336051,17.967307,
740047477,Ulvsunda slott,59.340072,17.962518,
740047605,Norrbyvägen,59.345296,17.961021,
740047671,Ekbacksvägen,59.346852,17.963036,
740049115,Ranhammarsvägen,59.348259,17.961068,
740049122,Lintavägen,59.350265,17.959753,
740049136,Tranebergsplan,59.335179,17.978149,
740049138,Grindstuvägen,59.336427,17.973869,
740049169,Bromma kyrka,59.352754,17.923475,
740049175,Blackebergs grindstuga,59.341062,17.884479,
740049181,Smältvägen,59.353766,17.959254,
740049182,Karlsbodavägen,59.356418,17.961251,
740049183,Askängsbacken,59.360245,17.958978,
740049184,Mariehäll,59.360612,17.953602,
740049185,Mariehällskyrkan,59.360886,17.948975,
740049186,Solvalla,59.361383,17.940019,
740049187,Skorpvägen,59.364601,17.933185,
740049188,Ankarstocksvägen,59.366229,17.929715,
740049189,Spånga Vandrarstigen,59.370470,17.921817,
740049190,Herdevägen,59.375326,17.913656,
740049192,Spångavägen (på Bromstensvägen),59.378316,17.905869,
740049193,Spånga kyrka,59.391127,17.913809,
740049194,Sedumbacken,59.344759,17.930273,
740049197,Voltavägen,59.347206,17.967137,
740049198,Dr Abrahams väg,59.358261,17.917240,
740049199,Spångavägen (på Bällstavägen),59.356285,17.909995,
740049215,Vassvägen,59.354176,17.906066,
740049217,Runstensplan,59.351326,17.900703,
740049229,Brotorp,59.381995,17.977869,
740049231,Bergslagsvägen (Norra Ängby),59.347668,17.894728,
740049232,Aroseniusvägen,59.342880,17.889284,
740049235,Mälarbacken,59.341234,17.881009,
740049236,Blackebergs gård,59.342195,17.877587,
740049243,Styresman Sanders väg,59.360081,17.906273,
740049244,Hagelstavägen,59.358019,17.948549,
740049245,Nockebyhov,59.335135,17.904135,
740049247,Tältgatan,59.333759,17.908708,
740049249,Dalgången,59.332246,17.911777,
740049250,Gubbkärrsvägen,59.331199,17.918180,
740049251,Rånövägen,59.333104,17.924748,
740049252,Åkeshovsvägen,59.335583,17.930210,
740049253,Riksbyvägen,59.341237,17.945804,
740049260,Söderbyvägen,59.613324,17.880258,
740049262,Hemslöjdsvägen,59.341928,17.949662,
740049263,Campus Roslagen,59.748097,18.685666,
740049264,Sjömansgatan,59.751629,18.710853,
740049266,Jetverkstäderna,59.343526,17.955652,
740049267,Astrid Lindgrens gata,59.747166,18.677310,
740049268,Bromma handelscenter,59.354730,17.958523,
740049269,Flygverkstäderna,59.356743,17.954659,
740049271,Avestagatan,59.386876,17.880964,
740049273,Domnarvsgatan,59.391930,17.877136,
740049274,Salixvägen,59.342937,17.933517,
740049276,Trädgårdsgatan,59.757097,18.696250,
740049277,Korsgärdesvägen,59.489017,18.277398,
740049278,Kortenslund,59.346800,17.927957,
740049280,Segersängs by,59.027408,17.933606,
740049287,Attundavägen,59.350163,17.925459,
740049288,Vultejusvägen,59.354614,17.913989,
740049289,Bällstavägen,59.357049,17.910007,
740049290,Kopparbacken,59.365466,17.901381,
740049291,Flystaslingan,59.368702,17.900613,
740049293,Skogslöparvägen,59.370676,17.901263,
740049300,Spånga Folkets hus,59.373193,17.898867,
740049301,Solhagavägen,59.375925,17.895938,
740049303,Spånga gymnasium,59.379508,17.891970,
740049308,Urban Hjärnes väg,59.350383,17.920725,
740049345,Vadmalsvägen,59.340990,17.938388,
740049395,Kälvestavägen,59.385520,17.886619,
740049829,Finspångsgatan,59.389627,17.878509,
740049831,Godsterminalen,59.389398,17.864606,
740049833,Salagatan,59.384834,17.890819,
740049835,Lunda industri,59.393781,17.876492,
740049865,Fjällnäsgatan,59.364112,17.878835,
740049868,Tornedalsgatan,59.366189,17.883694,
740049869,Täbylundsvägen,59.367249,17.888737,
740049870,Täbylundsvägen/Vällingbyvägen,59.366318,17.887466,
740049871,Rättar Vigs väg,59.368642,17.889808,
740049873,Järneksvägen,59.370372,17.888295,
740049874,Nälstaplan,59.372600,17.882625,
740049897,Inspektorsbacken,59.375478,17.882344,
740049901,Västergöksvägen,59.377877,17.877159,
740049915,Östergårdsvägen,59.380308,17.881777,
740049916,Renstigen,59.380433,17.884090,
740049974,Solhöjden,59.383365,17.904017,
740050040,Spånga idrottsplats,59.385511,17.906807,
740050054,Bromstens idrottsplats,59.378256,17.916266,
740050055,Cervins väg,59.384042,17.909902,
740050056,Bromstens gård,59.381566,17.911421,
740050096,Artillerivägen,59.378893,17.940538,
740050098,Ursviksvägen,59.365482,17.957217,
740050276,Margretelundsvägen,59.337276,17.983274,
740050485,Svartviksslingan,59.338272,17.986010,
740050584,Gesundaplan,59.338178,17.981416,
740050674,Kebnekaisevägen,59.338187,17.978182,
740050675,Vidängsvägen,59.339733,17.979178,
740050720,Svartviksvägen,59.335608,17.990110,
740050745,Henriksdal Brygga,59.309245,18.101278,
740050776,Barnängen Brygga,59.308058,18.097773,
740050813,Tranebergsslingan,59.334188,17.989632,
740050814,Bengt Tranas väg,59.336847,17.991192,
740050819,Luma Brygga,59.305834,18.099169,
740050837,Minneberg,59.339421,17.989793,
740050848,Björnflokevägen,59.382797,17.848137,
740050887,Björnmossevägen,59.379507,17.849506,
740050889,Björnbodaskolan,59.378069,17.849595,
740050890,Björnbodavägen,59.377950,17.855466,
740050896,Johannelund Krossgatan (på Skattegårdsv),59.373394,17.857372,
740050899,Tenorgränd,59.383016,17.859344,
740050915,Ångermannagatan,59.363024,17.885118,
740050921,Vällingbyskolan,59.362039,17.880978,
740050922,Härjedalsgatan,59.366771,17.872506,
740050927,Vinsta gård,59.371450,17.866809,
740050928,Svandammen,59.380737,17.893189,
740050929,Värsta allé,59.381911,17.896694,
740050930,Utgårdsvägen,59.382853,17.877057,
740050931,Älvkvarnsvägen,59.383296,17.874004,
740050932,Uppgårdsvägen,59.383229,17.870867,
740050933,Basgränd,59.383082,17.865402,
740050934,Jämtlandsgatan,59.358173,17.876767,
740050935,Bergslagsvägen (Grimsta),59.358996,17.870767,
740050936,Grimsta,59.360038,17.868473,
740050937,Tumultgränd,59.384082,17.850362,
740050938,Grimstaskolan,59.361373,17.865810,
740050939,Gulddragargränd,59.363775,17.861506,
740050941,Bergslagsplan,59.365356,17.862622,
740050942,Sörgårdsskolan,59.383583,17.855242,
740050944,Mellangårdsvägen,59.381574,17.879549,
740050949,Skattegårdsvägen,59.379160,17.848728,
740050950,Solleftegatan,59.357305,17.890115,
740050951,Söderberga allé,59.360264,17.893744,
740050952,Armégatan,59.352635,18.003918,
740050953,Arbrågatan,59.368531,17.869130,
740050955,Duvkullavägen,59.371288,17.941626,
740050957,Löfströms allé,59.361176,17.964613,
740050989,Ärvingevägen,59.399571,17.947227,
740051048,Björnsonsgatan,59.351071,17.886339,
740051050,Vällingbydepån,59.360054,17.873698,
740051051,Astrakangatan,59.371816,17.844680,
740051101,Slättens gård,59.289704,17.947956,
740051102,Slalomvägen,59.291277,17.975490,
740051109,Hökmossen,59.291460,17.990317,
740051121,Stångåvägen,59.276079,18.136821,
740051126,Kolbäcksgränd,59.278714,18.138072,
740051140,Byälvsvägen,59.280554,18.132617,
740051154,Rusthållarvägen,59.280849,18.127654,
740051162,Vikstensvägen,59.281412,18.122304,
740051163,Gränsberget,59.279757,18.116384,
740051184,Statsrådsvägen,59.279766,18.112296,
740051187,Åkervägen,59.279645,18.100846,
740051189,Källvägen,59.279411,18.086564,
740051213,Stockholmsvägen,59.280610,18.082222,
740051216,Murklevägen,59.281355,18.078113,
740051220,Plantskolevägen,59.279448,18.074722,
740051221,Postiljonsvägen,59.271983,18.065033,
740051223,Söråkersvägen,59.270227,18.058618,
740051231,Årdalahöjden,59.270055,18.038345,
740051233,Aspövägen (på Årdalavägen),59.275207,18.033261,
740051234,Ludgovägen,59.276866,18.029720,
740051237,Örby skola,59.275357,18.027095,
740051239,Jädersvägen,59.274360,18.023433,
740051240,Turingevägen,59.273496,18.020377,
740051241,Kämpetorpsskolan,59.283813,17.994425,
740051242,Nippervägen,59.285269,17.993219,
740051243,Hökmossens gård,59.288971,17.993124,
740051244,Örbyleden,59.268775,18.054786,
740051247,Svandammsplan,59.300701,18.003077,
740051248,Kilaberg,59.304749,18.010116,
740051249,Fågeltorget,59.306088,17.993538,
740051251,Erik Segersälls väg,59.307881,17.996937,
740051252,Styrbjörnsvägen,59.309288,18.002402,
740051253,Stora Fågelsången,59.312551,18.009655,
740051254,Helgestavägen (på Årdalavägen),59.273526,18.035467,
740051255,Bäckahagens skola,59.270037,18.041467,
740051256,Laxåvägen,59.272325,18.135845,
740051287,Svartbäcksvägen,59.272766,18.141262,
740051327,Letstigen,59.274905,18.146181,
740051331,Djursjukhuset,59.277372,18.141349,
740051368,Sköntorpsplan,59.298660,18.071401,
740051371,Ymsenvägen,59.298477,18.068457,
740051372,Skagersvägen,59.297830,18.065394,
740051383,Vättersvägen,59.298448,18.060818,
740051386,Kulturtorget,59.621861,17.855846,
740051530,Tämnarvägen,59.300112,18.056503,
740051531,Årstaskolan,59.299091,18.056383,
740051556,Sköntorp,59.301156,18.052235,
740051856,Voxnegränd,59.273964,18.134028,
740051857,Årsta gård,59.302121,18.037374,
740051858,Ottsjövägen,59.299862,18.042352,
740051958,Lurstigen,59.255634,18.036209,
740051959,Bäverdammsgränd,59.253834,18.033286,
740051996,Gillerbacken,59.252661,18.028353,
740052009,Älvsjömotet,59.272486,18.015329,
740052258,Slättåkragränd,59.291315,18.032804,
740052259,Terrassen,59.290440,18.028850,
740052276,Branten,59.287960,18.030496,
740052277,Östberga torg,59.288624,18.033190,
740052304,Julitavägen,59.285784,18.035971,
740052305,Hildebergsvägen,59.302648,18.029629,
740052450,Östbergahöjden västra,59.287302,18.032226,
740052466,Ersta gårdsväg,59.292092,18.036243,
740052601,Frukthandlarvägen,59.295659,18.032948,
740052602,Partihandlarvägen,59.292575,18.031078,
740052704,Nybodahöjden,59.302582,18.021407,
740052807,Sjöviksbacken,59.301927,18.025087,
740052916,Skansvägen,59.573456,17.875804,
740052929,Vallentuna idrottsplats,59.533181,18.094885,
740053026,Åmänningevägen,59.298415,18.046629,
740053057,Årsta torg,59.296691,18.051800,
740053063,Bråviksvägen,59.294617,18.056983,
740053086,Östbergahöjden,59.288243,18.038115,
740053087,Farsta IP,59.239322,18.084167,
740053088,Nykroppagatan,59.243714,18.083057,
740053155,Forshagagatan,59.245392,18.086237,
740053156,Molkomsbacken,59.244225,18.088263,
740053157,Klubbacken,59.305204,17.963646,
740053247,Selmedalsvägen,59.303883,17.960454,
740053268,Lugntorpsvägen,59.298218,17.956585,
740053420,Gillegatan,59.294201,17.954049,
740053525,Älgö gård,59.263450,18.348916,
740053526,Tullingebergsbacken,59.210420,17.899559,
740053586,Royal Palace,59.326271,18.073046,
740053702,Storsvängen (Slättgårdsvägen),59.291474,17.951121,
740053707,Farsta gymnasium,59.240901,18.089863,
740053708,Värmlandsvägen,59.243544,18.082029,
740053710,Eksätravägen (på Eksätravägen),59.288985,17.943576,
740053711,Frimurarvägen,59.288486,17.938981,
740053712,Slättgårdsskolan,59.291472,17.939800,
740053713,Vita Liljans väg,59.293442,17.940660,
740053715,Bredängsvägen,59.296971,17.942286,
740053716,Mälarhöjdsvägen,59.300251,17.939981,
740053725,Ålgrytebacken,59.298070,17.931136,
740053726,Minigolfbanan,59.296872,17.926953,
740053727,Stora Sällskapets väg,59.294685,17.926729,
740053728,Frösätrabacken,59.289667,17.919449,
740053729,Örnsätrabacken,59.288450,17.914161,
740056690,Alsätravägen,59.285930,17.912285,
740056856,Gillsätragränd,59.283397,17.911830,
740056863,Måsholmstorget,59.272704,17.907258,
740056914,Vårbergsvägen,59.274423,17.903697,
740056918,Skärholmshallen,59.276341,17.902797,
740056976,Skärholmens Gårdsväg,59.280033,17.901024,
740056978,Edö servicehus,59.234854,18.109385,
740056983,Varuvägen,59.272328,18.006108,
740057050,Ormkärrsvägen,59.265648,18.009782,
740057057,Älvsjöbadet,59.268395,18.009293,
740057383,Teologen,58.905767,17.553629,
740057445,Konsumentvägen,59.270151,18.005302,
740058309,Högdalsdepån,59.259119,18.047678,
740058558,Luxparken,59.323690,18.006757,
740058611,Båtsmansvägen,59.360261,18.171581,
740059036,Selaövägen,59.262202,18.061526,
740059039,Lerbäcksgränd,59.259577,18.020894,
740059049,Solna Business Park,59.359389,17.979713,
740059052,Getfotsvägen,59.261366,18.077606,
740059056,Hardemogatan,59.258430,18.029746,
740059057,Stora Sköndals väg,59.263500,18.123614,
740059061,Porlabacken,59.262435,18.021290,
740059112,Frövigatan,59.264611,18.020063,
740059190,Carin Bååts gata,59.194074,17.684716,
740059255,Fjällgatan,59.317281,18.088064,
740059379,Ice Bar,59.332816,18.057119,
740059583,Ursviks motionsgård,59.381513,17.967402,
740061810,Kvarnholmen brygga,59.317591,18.136501,
740061812,Nyboda skola,59.240147,18.226899,
740061814,Tuna,59.333328,17.746648,
740062050,Långsjö torg,59.268877,17.970382,
740062051,Vårdkasevägen,59.267107,17.976935,
740062055,Långbrodalsvägen (Svartlösavägen),59.270269,17.976855,
740062695,Moa Martinsons torg,59.339561,18.004954,
740062743,Anatomivägen,59.215956,17.931949,
740063007,Mariedalsvägen,59.339575,18.015256,
740063015,Kemistvägen,59.447517,18.086994,
740063017,Färsna,59.773524,18.691775,
740064035,Eyvind Johnssons gata,59.339816,18.007959,
740064041,Norra Ulvsunda Spårv,59.350717,17.962296,
740064044,Karlsbodavägen Spårv,59.356452,17.961376,
740064051,Bällsta bro Spårv,59.360376,17.961396,
740064052,Solna business park Spårv,59.359755,17.978787,
740064053,Solna centrum Spårv,59.361357,17.996268,
740064058,Liljekonvaljens väg,59.310158,18.259556,
740064073,Arenan,59.371150,17.998606,
740064077,Ursviks holme,59.386128,17.947312,
